"cod_coordenacao_regional","coordenacao_regional","cod_escola","escola","tipo_escola","endereco_cep","endereco_uf","endereco_localidade","endereco_regiao_administrativa","endereco_bairro","endereco_logradouro","endereco_complemento"
7,CRE - Guará,61,Centro de Ensino Fundamental 08 do Guará,pública,"71050135",DF,Brasília,Guará                         ,Guará II,EQ 13/15 ,area especial
3,CRE - Plano Piloto e Cruzeiro,8,CENTRO DE ENSINO FUNDAMENTAL 01 DE BRASÍLIA,pública,"70345000",DF,Brasília,Brasília                      ,Asa Sul,SQS 106 ,AE
8,CRE - Núcleo Bandeirante,454,Centro de Ensino Médio 01 do Núcleo Bandeirante,pública,"71720592",DF,Brasília,Núcleo Bandeirante            ,Núcleo Bandeirante,Terceira Avenida Área Especial 4 ,Praça Oficial
8,CRE - Núcleo Bandeirante,728,"7 -  INAV_Instituto Nair Valadares",privada,"71880110",DF,Brasília,Riacho Fundo II               ,Riacho Fundo II,QN 8A ,Conjunto 5  Lote 1/2
8,CRE - Núcleo Bandeirante,72,Centro Educacional Agrourbano Ipê do Riacho Fundo,pública,"71884690",DF,Brasília,Riacho Fundo II               ,Riacho Fundo II,CAUB I ,GRANJA IPÊ DF 001
4,CRE - Ceilândia,383,Centro Educacional 06 de Ceilândia,pública,"72231600",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNP 16 ,Area Especial
16,CRE - Recanto das Emas,786,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ARARA CANINDÉ,pública,"72621412",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 307 Conjunto 11 ,lote 01
12,CRE - Samambaia,209,ESCOLA CLASSE 317 DE SAMAMBAIA,pública,"72307800",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QR 317 ,SAMAMBAIA
12,CRE - Samambaia,576,ESCOLA CLASSE 425 DE SAMAMBAIA,pública,"72327520",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QS 425 ,AREA ESPECIAL N.º 02
6,CRE - Brazlândia,504,Escola Classe 07 de Brazlândia,pública,"72738000",DF,Brasília,Brazlândia                    ,Vila São José (Brazlândia),Quadra 38 ,Área especial nº 2
16,CRE - Recanto das Emas,799,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA BEIJA FLOR,pública,"72601309",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 107 Conjunto 8 ,Lote 01
16,CRE - Recanto das Emas,787,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA QUERO QUERO,pública,"72631227",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 406 Conjunto Z1 ,Lote 01
7,CRE - Guará,393,Escola Classe 01 do Guará,pública,"71020003",DF,Brasília,Guará                         ,Guará I,QE 3 ,AREA ESPECIAL LOTE A
9,CRE - Planaltina,521,ESCOLA CLASSE 06 DE PLANALTINA,pública,"73360500",DF,Brasília,Planaltina                    ,Setor Residencial Leste (Planaltina),Quadra 5 ,EQ 5/6 EP02 Proj G Vila Buriti
15,CRE - São Sebastião,733,OÁSIS- OBRAS ASSISTENCIAIS A INFANCIA E A SOCIEDADE,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,CL 103 LOTE F - ÁREA ESPECIAL - SANTA MA
16,CRE - Recanto das Emas,775,ASSOCIAÇÃO BENÉFICA CORAÇÃO DE CRISTO,privada,"72620200",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 301 ,LOTE 26
4,CRE - Ceilândia,379,Centro de Ensino Médio 02 de Ceilândia,pública,"72210141",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNM 14 Área Especial A ,AE
7,CRE - Guará,876,CRECHE COMUNITÁRIA DA QE 38 DO GUARÁ,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,ED. PHENÍCIA
11,CRE - Taguatinga,309,CENTRO DE ENSINO FUNDAMENTAL 21 DE TAGUATINGA,pública,"72161800",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNL 28 ,EQNL28/30  A/E 27
5,CRE - Gama,47,ESCOLA CLASSE 29 DO GAMA,pública,"72410730",DF,Brasília,Gama                          ,Setor Sul (Gama),EQ 13/15 (Áreas Especiais),area especial
11,CRE - Taguatinga,293,ESCOLA CLASSE 10 DE TAGUATINGA,pública,"72020180",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSD 18 ,Area especial 23
3,CRE - Plano Piloto e Cruzeiro,163,ESCOLA CLASSE 711 NORTE,pública,"72220140",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNN 14 ,qw
10,CRE - Sobradinho,95,CENTRO DE ENSINO FUNDAMENTAL 07 DE SOBRADINHO,pública,"73062303",DF,Brasília,Sobradinho II                 ,Setor Oeste (Sobradinho II),AR 13 Conjunto 3 ,CONJUNTO 5 LOTE 1
11,CRE - Taguatinga,331,CAIC PROFESSOR WALTER JOSÉ DE MOURA,pública,"71966700",DF,Brasília,Águas Claras                  ,Areal (Águas Claras),QS 7 ,AE 02 LOTES 04/10
11,CRE - Taguatinga,299,ESCOLA CLASSE 17 DE TAGUATINGA,pública,"72015034",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSA 3/5 Área Especial 1 ,QSA 03/05 Área Especial 1
3,CRE - Plano Piloto e Cruzeiro,272,CENTRO DE ENSINO MÉDIO SETOR OESTE,pública,"70390120",DF,Brasília,Brasília                      ,Asa Sul,SGAS 912 ,MOD D
3,CRE - Plano Piloto e Cruzeiro,828,Escola Parque 303/304 Norte,pública,"70735400",DF,Brasília,Brasília                      ,Asa Norte,EQN 303/304 ,area especial
8,CRE - Núcleo Bandeirante,455,Centro de Ensino Médio Júlia Kubitschek,pública,"71727200",DF,Brasília,Candangolândia                ,Candangolândia,Quadra QRO A ,AE 01
7,CRE - Guará,400,Centro Educacional 01 do Guará,pública,"71065345",DF,Brasília,Guará                         ,Guará II,EQ 34/36 ,AREA ESPECIAL - GUARÁ II
12,CRE - Samambaia,819,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ANGICO,pública,"72311400",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 503 ,QN 503
16,CRE - Recanto das Emas,142,CENTRO EDUCACIONAL 104 DO RECANTO DAS EMAS,pública,"72600412",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 104 Conjunto 10-A ,AE
13,CRE - Paranoá,872,TIA NAIR - PARANOÁ,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,"10º"
9,CRE - Planaltina,84,CENTRO EDUCACIONAL TAQUARA,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,DF 230 KM 22 NUCLEO RURAL TAQUARA
10,CRE - Sobradinho,815,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CANELA - DE - EMA,pública,"73062508",DF,Brasília,Sobradinho II                 ,Setor Oeste (Sobradinho II),AR 15 Conjunto 8 ,AR 15 Conjunto 08
9,CRE - Planaltina,205,CENTRO EDUCACIONAL OSÓRIO BACCHIN,pública,"73380160",DF,Brasília,Planaltina                    ,Setor Residencial Mestre D'Armas (Planaltina),Núcleo Rural Jardim Morumbí ,QD. G LOTE 22
3,CRE - Plano Piloto e Cruzeiro,277,CENTRO EDUCACIONAL DO LAGO,pública,"71625100",DF,Brasília,Lago Sul                      ,Setor de Habitações Individuais Sul,SHIS QI 9 Conjunto 10 ,LT H AE
16,CRE - Recanto das Emas,873,PROJETO INTEGRAL PRÓ VIDA,privada,"72610350",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Avenida Vargem da Bênção ,NÚCLEO RURAL VARGEM DA BENÇÃO CHA 29
8,CRE - Núcleo Bandeirante,717,"8 - São Lucas_Centro Comunitário São Lucas - Unidade II - Candangolândia",privada,"71725300",DF,Brasília,Candangolândia                ,Candangolândia,QR 3 ,PRAÇA DO BOSQUE 4
6,CRE - Brazlândia,871,TIA NAIR - Unidade 3,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,SEDF sede I
15,CRE - São Sebastião,635,CENTRO EDUCACIONAL SÃO FRANCISCO,pública,"71693317",DF,Brasília,São Sebastião                 ,São Francisco (São Sebastião),Quadra 17 ,lote 100
11,CRE - Taguatinga,399,ESCOLA CLASSE COLÔNIA AGRÍCOLA VICENTE PIRES,pública,"72110800",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),Setor Habitacional Vicente Pires ,Area esp. 01
16,CRE - Recanto das Emas,112,CENTRO EDUCACIONAL MYRIAM ERVILHA,pública,"72669425",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Condomínio Residencial Salomão Elias Área Especial ,DF 280 KM 02 Setor Água Quente
11,CRE - Taguatinga,638,CENTRO DE EDUCAÇÃO INFANTIL ÁGUAS CLARAS,pública,"71978700",DF,Brasília,Águas Claras                  ,Areal (Águas Claras),QS 11 ,Conj R Área Especial
6,CRE - Brazlândia,516,Escola Normal de Brazlândia,pública,"73100300",DF,Brasília,Sobradinho                    ,Núcleo Rural Lago Oeste (Sobradinho),Rua 10 ,
3,CRE - Plano Piloto e Cruzeiro,155,CENTRO DE ENSINO FUNDAMENTAL 214 SUL,pública,"70293000",DF,Brasília,Brasília                      ,Asa Sul,SQS 214 ,AE S/N
6,CRE - Brazlândia,501,Escola Classe 03 de Brazlândia,pública,"72710067",DF,Brasília,Brazlândia                    ,Setor Norte (Brazlândia),EQ 6/8 ,lote 
14,CRE - Santa Maria,338,CENTRO DE ENSINO MÉDIO 417 DE SANTA MARIA,pública,"72547240",DF,Brasília,Santa Maria                   ,Santa Maria,CL 417 ,Lote A 
14,CRE - Santa Maria,618,JARDIM DE INFÂNCIA 116 DE SANTA MARIA,pública,"72546400",DF,Brasília,Santa Maria                   ,Santa Maria,QR 116 ,CONJUNTO H LOTE 09 ÁREA ESPECIAL
13,CRE - Paranoá,204,CENTRO DE ENSINO FUNDAMENTAL JARDIM II DO PARANOÁ,pública,"73370994",DF,Brasília,,,Núcleo Rural do Jardim - Rodovia DF 285 km 23,BR 251 DF 285
13,CRE - Paranoá,636,Centro de Ensino Fundamental Doutora Zilda Arns,pública,"71590000",DF,Brasília,Itapoã                        ,Itapoã I,Itapoã ,QD 378 CONJUNTO N AE 02
5,CRE - Gama,483,ESCOLA CLASSE 18 DO GAMA,pública,"72410300",DF,Brasília,Gama                          ,Setor Sul (Gama),Quadra 5 ,Conjunto D Área Especial
16,CRE - Recanto das Emas,147,Centro Educacional 308 do Recanto das Emas,pública,"72622112",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 308 Conjunto 12 ,Lote 01 - AE
12,CRE - Samambaia,581,ESCOLA CLASSE 512 DE SAMAMBAIA,pública,"72312706",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 512 Conjunto 6 ,Area Especial S/N
10,CRE - Sobradinho,436,CENTRO EDUCACIONAL 04 DE SOBRADINHO,pública,"73062109",DF,Brasília,Sobradinho II                 ,Setor Oeste (Sobradinho II),AR 10 Conjunto 9 ,LOTE  01 SETOR OESTE
3,CRE - Plano Piloto e Cruzeiro,843,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA GAVIÃO,pública,"71530200",DF,Brasília,Lago Norte                    ,Setor de Habitações Individuais Norte,SHIN QI 16 ,Lotes A e B
4,CRE - Ceilândia,719,SOCIEDADE SÃO VICENTE PAULO - C FREDERICO OZANAM,privada,"72215310",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNM 31 ,a
11,CRE - Taguatinga,450,ESCOLA CLASSE ARNIQUEIRA,pública,"71994010",DF,Brasília,Águas Claras                  ,Setor Habitacional Arniqueira (Águas Claras),SHA Conjunto 4 ,LOTE 05 AREA ESPECIAL
3,CRE - Plano Piloto e Cruzeiro,747,ASSOCIAÇÃO CRUZ DE MALTA - NOSSA SRA DO FILERMO,privada,"70790080",DF,Brasília,Brasília                      ,Asa Norte,SGAN 908 ,a
8,CRE - Núcleo Bandeirante,69,Centro de Ensino Fundamental Telebrasília,pública,"71805132",DF,Brasília,Riacho Fundo I                ,Riacho Fundo I,QN 1 Conjunto 32 ,Lote 1/2
9,CRE - Planaltina,523,ESCOLA CLASSE 09 DE PLANALTINA,pública,"73350163",DF,Brasília,Planaltina                    ,Setor Residencial Norte (Planaltina),Conjunto C ,Via WL 01
7,CRE - Guará,660,CENTRO DE ENSINO FUNDAMENTAL 02 DA ESTRUTURAL,pública,"71300000",DF,Brasília,SCIA                          ,Vila Estrutural (Guará),Vila Estrutural ,area especial
9,CRE - Planaltina,527,ESCOLA CLASSE 02 DO ARAPOANGA,pública,"73370100",DF,Brasília,Planaltina                    ,Arapoanga (Planaltina),Condomínio Arapoanga ,Q 21 Conj F AE
5,CRE - Gama,770,Obras Assistenciais São Sebastião - Nssa Sra do Carmo,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,s
9,CRE - Planaltina,82,CENTRO EDUCACIONAL 03 DE PLANALTINA,pública,"73350161",DF,Brasília,Planaltina                    ,Setor Residencial Norte (Planaltina),Conjunto A ,"EQ.: 02/03, Área especial nº01"
9,CRE - Planaltina,88,CENTRO DE ENSINO FUNDAMENTAL PIPIRIPAU II,pública,"73310901",DF,Brasília,Planaltina                    ,Setor Administrativo (Planaltina),Administração Regional de Planaltina (RA-VI) - Setor Administrativo,BR 020 DF 365/DF 017 NR PIPIRIPAU
11,CRE - Taguatinga,831,CONVENIO APAED,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,"1"
6,CRE - Brazlândia,507,Escola Classe Bucanhão,pública,"72770100",DF,Brasília,Brazlândia                    ,Brazlândia,Rodovia DF-001 ,Bucanhao - Brazlândia DF
11,CRE - Taguatinga,305,ESCOLA CLASSE 29 DE TAGUATINGA,pública,"72140180",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNJ 18 ,Area Esp 10
4,CRE - Ceilândia,30,Centro de Ensino Fundamental 14 de Ceilândia,pública,"72235560",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNP 28/32 ,AE
11,CRE - Taguatinga,166,ESCOLA CLASSE 41 DE TAGUATINGA,pública,"72151515",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),EQNL 13/15 Área Especial s/n ,Área especial 01
8,CRE - Núcleo Bandeirante,654,Centro de Ensino Fundamental 02 do Riacho Fundo II,pública,"71884330",DF,Brasília,Riacho Fundo II               ,Riacho Fundo II,QS 8 ,AE 02
12,CRE - Samambaia,782,INSTITUTO BRAZIL GLOBAL,privada,"72314703",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),ADE Conjunto 3 ,LOTE 40/41
3,CRE - Plano Piloto e Cruzeiro,274,Centro Educacional 01 do Cruzeiro - CED01 ,pública,"70640002",DF,Brasília,Cruzeiro                      ,Cruzeiro Velho,SRES Quadra 1 ,Setor Residencial econômico S/N área especial F
11,CRE - Taguatinga,766,LAR DA CRIANÇA PADRE CÍCERO - UNIDADE 2,privada,"72130005",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNG Áreas Especiais 15 a 19 e 24 a 25 e 39 a 44 ,s
13,CRE - Paranoá,801,INSTITUTO EDUCAR,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,PARANOA
11,CRE - Taguatinga,758,OBRA SOCIAL NOSSA SENHORA DE FÁTIMA,privada,"72110600",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),Colônia Agrícola Samambaia ,a
5,CRE - Gama,486,ESCOLA CLASSE 21 DO GAMA,pública,"72465445",DF,Brasília,Gama                          ,Setor Leste (Gama),EQ 44/45 ,Área especial
11,CRE - Taguatinga,657,ESCOLA CLASSE 02 DE VICENTE PIRES,pública,"72110800",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),Setor Habitacional Vicente Pires ,Rua 11 área especial s//n Vila São José
11,CRE - Taguatinga,765,LAR DA CRIANÇA PADRE CÍCERO - UNIDADE 1-,privada,"72130270",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNG 27 ,Area esp. 4
4,CRE - Ceilândia,874,ESCOLA CLASSE 68 DE CEILÂNDIA,pública,"72275250",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNR 2 ,LOTE 02 
8,CRE - Núcleo Bandeirante,616,Jardim de Infância 01 do Riacho Fundo II,pública,"71880137",DF,Brasília,Riacho Fundo II               ,Riacho Fundo II,QN 8C Área Especial 1 ,.
5,CRE - Gama,479,ESCOLA CLASSE 14 DO GAMA,pública,"72460295",DF,Brasília,Gama                          ,Setor Leste (Gama),EQ 29/33 ,PRACA 03
5,CRE - Gama,478,JARDIM DE INFÂNCIA 03 DO GAMA,pública,"72450030",DF,Brasília,Gama                          ,Setor Leste (Gama),Quadra 3 ,area especial
11,CRE - Taguatinga,735,SOCIEDADE ESPÍRITA DE AMPARO AO MENOR CASA DO CAMINHO,privada,"72140100",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNJ 10 ,a
13,CRE - Paranoá,769,INSTITUTO EDUCACIONAL SÃO JUDAS TADEU,privada,"71655720",DF,Brasília,Lago Sul                      ,Setor de Habitações Individuais Sul,SHIS QI 19 Chácaras 7 a 12 ,SHIS QI 19 Chácaras 11/12 LAGO SUL - DF
14,CRE - Santa Maria,734,OBRAS ASSISTENCIAIS SÃO SEBASTIÃO - CENTRO DE CONVIVÊNCIA E EDUCAÇÃO INFANTIL SAGRADA FAMÍLIA,privada,"72503400",DF,Brasília,Santa Maria                   ,Santa Maria,QR 103 ,LOTE 01
13,CRE - Paranoá,542,ESCOLA CLASSE LAMARÃO,pública,"71570800",DF,Brasília,Paranoá                       ,Paranoá,Quadra 8 ,NÚCLEO RURAL LAMARÃO - ROD. DF-285 KM 223 DF-285 VC-441
8,CRE - Núcleo Bandeirante,642,Centro de Ensino Fundamental 01 da Candangolândia,pública,"71725250",DF,Brasília,Candangolândia                ,Candangolândia,EQR 2/4 ,AE 07
13,CRE - Paranoá,425,ESCOLA CLASSE NATUREZA,pública,"71586100",DF,Brasília,Paranoá                       ,Paranoá,Sobradinho dos Melos ,"BR 250, KM 08, Nucleo Rural Sobradinho dos Melos"
13,CRE - Paranoá,465,CENTRO DE ENSINO MÉDIO 01 DO PARANOÁ,pública,"71570401",DF,Brasília,Paranoá                       ,Paranoá,Quadra 4 Conjunto A ,AE 02
9,CRE - Planaltina,535,ESCOLA CLASSE CÓRREGO DO MEIO,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,BR 020 KM 18 DF-444-  CH CORREGO DO MEIO
14,CRE - Santa Maria,334,ESCOLA CLASSE 203 DE SANTA MARIA,pública,"72503221",DF,Brasília,Santa Maria                   ,Santa Maria,CL 203 Bloco A ,LOTE 1A
11,CRE - Taguatinga,324,CENTRO EDUCACIONAL 02 DE TAGUATINGA,pública,"72015240",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSA 24 ,/25 QSD 09/11 ÁREA ESPECIAL
5,CRE - Gama,55,Centro de Ensino Fundamental Ponte Alta do Baixo,pública,"72426000",DF,Brasília,Gama                          ,Setor Oeste (Gama),Núcleo Rural Ponte Alta de Cima ,nucleo rural ponte alta do baixo
7,CRE - Guará,726,ASSOCIAÇÃO DE INTEGRAÇÃO SOCIAL DE BRASÍLIA - CRECHE SORRISO DE MARIA,privada,"71070703",DF,Brasília,Guará                         ,Guará II,Área Especial 10 Módulo C ,a
7,CRE - Guará,59,CENTRO DE ENSINO FUNDAMENTAL 05 DO GUARÁ,pública,"71065325",DF,Brasília,Guará                         ,Guará II,EQ 32/34 ,AREA ESPECIAL
5,CRE - Gama,54,Centro de Ensino Fundamental Tamanduá,pública,"72426000",DF,Brasília,Gama                          ,Setor Oeste (Gama),Núcleo Rural Ponte Alta de Cima ,DF 180 KM 61
14,CRE - Santa Maria,802,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CURIÓ,pública,"72548226",DF,Brasília,Santa Maria                   ,Santa Maria,CL 218 Bloco F ,Santa maria
11,CRE - Taguatinga,325,Centro Educacional 04 de Taguatinga,pública,"72130005",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNG Áreas Especiais 15 a 19 e 24 a 25 e 39 a 44 ,QNG 06/07 AREA ESPECIAL 20
11,CRE - Taguatinga,291,ESCOLA CLASSE 06 DE TAGUATINGA,pública,"72115125",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),CNB 12 ,Area esp.01
9,CRE - Planaltina,720,LAR FABIANO DE CRISTO - UPI CASA LÍVIA,privada,"72215290",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNM 29 ,a
11,CRE - Taguatinga,297,ESCOLA CLASSE 15 DE TAGUATINGA,pública,"72120430",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QND 43 ,lote 23 Area especial
10,CRE - Sobradinho,417,ESCOLA CLASSE BROCHADO DA ROCHA,pública,"73307993",DF,Brasília,,,Núcleo Rural DVO - BR-020 Km 17 - (Entre Planaltina e Sobradinho - entrada próximo a EMBRAPA),Acampamento DVO
8,CRE - Núcleo Bandeirante,711,Centro de Educação Infantil 01 do Riacho Fundo I,pública,"71805731",DF,Brasília,Riacho Fundo I                ,Riacho Fundo I,QN 7 Área Especial 1 ,AE 10
10,CRE - Sobradinho,94,ESCOLA CLASSE 15 DE SOBRADINHO,pública,"73030030",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 3 ,AE 01/02
14,CRE - Santa Maria,333,CENTRO DE EDUCAÇÃO INFANTIL 416/516 DE SANTA MARIA,pública,"72546332",DF,Brasília,Santa Maria                   ,Santa Maria,EQ 416/516 Bloco B ,.
6,CRE - Brazlândia,509,Escola Classe INCRA 06,pública,"72772010",DF,Brasília,Brazlândia                    ,Brazlândia,Incra 6 ,dcag df 180-km 06
14,CRE - Santa Maria,793,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA ANGELINS,pública,"72548210",DF,Brasília,Santa Maria                   ,Santa Maria,CL 118 Bloco J ,Lote J
4,CRE - Ceilândia,385,Centro de Ensino Médio 10 de Ceilândia,pública,"72265010",DF,Brasília,Ceilândia                     ,Setor Industrial (Ceilândia),Quadra 1 ,QES ÁREA ESPECIAL 01
16,CRE - Recanto das Emas,617,JARDIM DE INFÂNCIA 603 DO RECANTO DAS EMAS,pública,"72640309",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 603 Conjunto 9 ,Lt 01
16,CRE - Recanto das Emas,143,CENTRO DE ENSINO FUNDAMENTAL 106 DO RECANTO DAS EMAS,pública,"72601204",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 106 Conjunto 2-B ,Lt 01 - AE
11,CRE - Taguatinga,311,ESCOLA CLASSE 50 DE TAGUATINGA,pública,"72155505",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),EQNL 2/4 Área Especial s/n ,Setor L Norte
6,CRE - Brazlândia,511,ESCOLA CLASSE PÓLO AGRÍCOLA DA TORRE,pública,"72770300",DF,Brasília,Brazlândia                    ,Brazlândia,Rodovia DF-220 ,BR 180 KM 05 Radiobraz
4,CRE - Ceilândia,26,CENTRO DE ENSINO FUNDAMENTAL 10 DE CEILÂNDIA,pública,"72225590",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNN 23/25 ,AE
4,CRE - Ceilândia,360,ESCOLA CLASSE 27 DE CEILÂNDIA,pública,"72225550",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNN 7/9 ,AE
14,CRE - Santa Maria,335,ESCOLA CLASSE 206 DE SANTA MARIA,pública,"72506223",DF,Brasília,Santa Maria                   ,Santa Maria,CL 206 Bloco C ,Lote 01
10,CRE - Sobradinho,413,ESCOLA CLASSE 13 DE SOBRADINHO,pública,"73060500",DF,Brasília,Sobradinho II                 ,Setor Oeste (Sobradinho II),AR 5 ,AE 01
11,CRE - Taguatinga,313,ESCOLA CLASSE 52 DE TAGUATINGA,pública,"72145517",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),EQNM 36/38 Área Especial s/n ,AREA ESPECIAL 01
3,CRE - Plano Piloto e Cruzeiro,15,CENTRO DE ENSINO ESPECIAL 02 DE BRASÍLIA,pública,"70200720",DF,Brasília,Brasília                      ,Asa Sul,SGAS 612 ,s/ complemento
3,CRE - Plano Piloto e Cruzeiro,833,ESCOLA PARQUE 210/211 NORTE,pública,"70862400",DF,Brasília,Brasília                      ,Asa Norte,EQN 210/211 ,"1"
12,CRE - Samambaia,762,FENAÇÕES INTEGRAÇÃO SOCIAL - RENASCER,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,.
7,CRE - Guará,727,ASSOCIAÇÃO DOS MORADORES DO PROJETO LÚCIO COSTA,privada,"71100000",DF,Brasília,Guará                         ,Quadras Econômicas Lúcio Costa (Guará),EPTG QE 1 ,s
3,CRE - Plano Piloto e Cruzeiro,748,AÇÃO SOCIAL PAULA FRASSINETTI,privada,"70790110",DF,Brasília,Brasília                      ,Asa Norte,SGAN 911 ,s
5,CRE - Gama,42,CENTRO DE ENSINO FUNDAMENTAL 03 DO GAMA,pública,"72450065",DF,Brasília,Gama                          ,Setor Leste (Gama),EQ 6/11 ,AREA ESPECIAL
10,CRE - Sobradinho,752,INSTITUTO VITÓRIA RÉGIA PARA O DESENVOLVIMENTO HUMANO,privada,"73025040",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 4 ,QUADRA 04 ÁREA ESPECIAL N° 03 - SOBRADIN
4,CRE - Ceilândia,376,ESCOLA CLASSE 61 DE CEILÂNDIA,pública,"72270400",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNQ 4 ,AE
8,CRE - Núcleo Bandeirante,66,Centro de Ensino Fundamental 01 do Núcleo Bandeirante,pública,"71705040",DF,Brasília,Núcleo Bandeirante            ,Núcleo Bandeirante,Avenida Contorno Área Especial 7 ,Sem número
8,CRE - Núcleo Bandeirante,441,Centro de Educação Infantil do Núcleo Bandeirante,pública,"71715060",DF,Brasília,Núcleo Bandeirante            ,Núcleo Bandeirante,Segunda Avenida Entre Bloco 960/1060 ,Entre Blocos 960/1060
8,CRE - Núcleo Bandeirante,442,Centro de Educação Infantil do Riacho Fundo II,pública,"71881118",DF,Brasília,Riacho Fundo II               ,Riacho Fundo II,QN 14A Área Especial 1 ,.
9,CRE - Planaltina,77,CENTRO DE ENSINO FUNDAMENTAL NOSSA SENHORA DE FÁTIMA,pública,"73340791",DF,Brasília,Planaltina                    ,Vila Nossa Senhora de Fátima (Planaltina),Área Especial 1 ,AE 01
9,CRE - Planaltina,550,ESCOLA CLASSE RAJADINHA,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,DF-250 - DF-06
11,CRE - Taguatinga,109,CENTRO DE ENSINO FUNDAMENTAL 15 DE TAGUATINGA,pública,"72015034",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSA 3/5 Área Especial 1 , Area especial 01 bloco D 
15,CRE - São Sebastião,137,CENTRO DE ENSINO FUNDAMENTAL CERÂMICA SÃO PAULO,pública,"71691101",DF,Brasília,São Sebastião                 ,Setor Tradicional (São Sebastião),Rua 1 ,LOTE 101
