"cod_coordenacao_regional","coordenacao_regional","cod_escola","escola","tipo_escola","endereco_cep","endereco_uf","endereco_localidade","endereco_regiao_administrativa","endereco_bairro","endereco_logradouro","endereco_complemento"
4,CRE - Ceilândia,344,ESCOLA CLASSE 08 DE CEILÂNDIA,pública,"72225540",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNN 5/7 ,AE
4,CRE - Ceilândia,357,ESCOLA CLASSE 24 DE CEILÂNDIA,pública,"72220560",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNN 20/22 ,AE
11,CRE - Taguatinga,671,CENTRO INTERESCOLAR DE LÍNGUAS DE TAGUATINGA,pública,"72015520",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSB 2 ,a
3,CRE - Plano Piloto e Cruzeiro,268,ESCOLA CLASSE 416 SUL,pública,"70299000",DF,Brasília,Brasília                      ,Asa Sul,SQS 416 ,AE
3,CRE - Plano Piloto e Cruzeiro,228,JARDIM DE INFÂNCIA 308 SUL,pública,"70355000",DF,Brasília,Brasília                      ,Asa Sul,SQS 308 ,AE
4,CRE - Ceilândia,32,CENTRO DE ENSINO FUNDAMENTAL 16 DE CEILÂNDIA,pública,"72210570",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNM 22/24 ,AE
4,CRE - Ceilândia,670,CENTRO INTERESCOLAR DE LÍNGUAS DE CEILÂNDIA,pública,"72215130",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNM 13 ,a
4,CRE - Ceilândia,364,ESCOLA CLASSE 33 DE CEILÂNDIA,pública,"72255520",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNO 13/15 ,AE
5,CRE - Gama,491,ESCOLA CLASSE PONTE ALTA DE CIMA,pública,"72426000",DF,Brasília,Gama                          ,Setor Oeste (Gama),Núcleo Rural Ponte Alta de Cima ,DF 290 km 14 FAZENDA PAC
3,CRE - Plano Piloto e Cruzeiro,229,JARDIM DE INFÂNCIA 314 SUL,pública,"70383000",DF,Brasília,Brasília                      ,Asa Sul,SQS 314 ,AE
3,CRE - Plano Piloto e Cruzeiro,844,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JACARANDÁ,pública,,,,,,,ASASASA
16,CRE - Recanto das Emas,144,CENTRO DE ENSINO FUNDAMENTAL 115 DO RECANTO DAS EMAS,pública,"72600101",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 101 Conjunto 1 ,sdsd
7,CRE - Guará,395,ESCOLA CLASSE 03 DO GUARÁ,pública,"71020007",DF,Brasília,Guará                         ,Guará I,QE 7 ,Área Especial
7,CRE - Guará,396,ESCOLA CLASSE 05 DO GUARÁ,pública,"71015205",DF,Brasília,Guará                         ,Guará I,QE 20 ,LT B
15,CRE - São Sebastião,567,CENTRO DE ENSINO MÉDIO 01 DE SÃO SEBASTIÃO,pública,"71692690",DF,Brasília,São Sebastião                 ,Setor Residencial Oeste (São Sebastião),Quadra 203 Área Especial s/n ,residencial oeste
10,CRE - Sobradinho,408,ESCOLA CLASSE 05 DE SOBRADINHO,pública,"73035090",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 9 ,AE 05
4,CRE - Ceilândia,179,ESCOLA CLASSE 40 DE CEILÂNDIA,pública,"72241100",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNP 11 ,AE
4,CRE - Ceilândia,361,ESCOLA CLASSE 28 DE CEILÂNDIA,pública,"72225560",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNN 17/19 ,AE
4,CRE - Ceilândia,374,ESCOLA CLASSE 57 DE CEILÂNDIA,pública,"72231400",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNP 14 ,AE
11,CRE - Taguatinga,105,CENTRO DE ENSINO FUNDAMENTAL 10 DE TAGUATINGA,pública,"72025050",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSE 5 ,Area esp.01
10,CRE - Sobradinho,98,CENTRO EDUCACIONAL PROFESSOR CARLOS RAMOS MOTA,pública,"73100000",DF,Brasília,Sobradinho                    ,Núcleo Rural Lago Oeste (Sobradinho),Núcleo Rural Lago Oeste ,DF 001 km 13
11,CRE - Taguatinga,300,ESCOLA CLASSE 18 DE TAGUATINGA,pública,"72120120",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QND 12 ,area esp.
4,CRE - Ceilândia,659,CENTRO DE ENSINO FUNDAMENTAL 28 DE CEILÂNDIA,pública,"72242000",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNP 21 ,AE
3,CRE - Plano Piloto e Cruzeiro,12,CENTRO DE ENSINO FUNDAMENTAL 06 DE BRASÍLIA,pública,"71635600",DF,Brasília,Lago Sul                      ,Setor de Habitações Individuais Sul,SHIS QI 15 Área Especial s/n ,AE
11,CRE - Taguatinga,167,ESCOLA CLASSE 45 DE TAGUATINGA,pública,"72146507",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),EQNM 40/42 Área Especial s/n ,ÁREA ESPECIAL S/N
11,CRE - Taguatinga,307,ESCOLA CLASSE 39 DE TAGUATINGA,pública,"72115650",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNC 15 ,Área Especial 15/17
4,CRE - Ceilândia,718,COMUNIDADE EVANGÉLICA CONF LUTERANA GIRASSOL,privada,"72210300",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNM 30 ,a
4,CRE - Ceilândia,354,ESCOLA CLASSE 20 DE CEILÂNDIA,pública,"72220510",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNN 2/4 ,AE
14,CRE - Santa Maria,173,ESCOLA CLASSE 100 DE SANTA MARIA,pública,"72500429",DF,Brasília,Santa Maria                   ,Santa Maria,QR 100 Conjunto T-1 ,LOTE 01
4,CRE - Ceilândia,724,CENTRO COMUNITÁRIO DA CRIANÇA - CEL 1,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,a
3,CRE - Plano Piloto e Cruzeiro,240,ESCOLA CLASSE 06 DO CRUZEIRO,pública,"70655870",DF,Brasília,Cruzeiro                      ,Cruzeiro Novo,SHCES Quadra 807 ,AE
6,CRE - Brazlândia,512,Centro de Ensino Médio 01 de Brazlândia,pública,"72715620",DF,Brasília,Brazlândia                    ,Setor Sul (Brazlândia),Área Especial 2 ,.
16,CRE - Recanto das Emas,590,ESCOLA CLASSE 401 DO RECANTO DAS EMAS,pública,"72630108",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 401 Conjunto 8 ,Lt 01 - AE
14,CRE - Santa Maria,339,CAIC ALBERT SABIN,pública,"72504305",DF,Brasília,Santa Maria                   ,Santa Maria,EQ 304/307 Módulo E ,Lote E
10,CRE - Sobradinho,427,ESCOLA CLASSE RIBEIRÃO,pública,"73151010",DF,Brasília,Fercal                        ,Setor Habitacional Fercal (Sobradinho),Rodovia DF-205 ,DF 205 OESTE KM 18 FAZ RIBEIRÃO
12,CRE - Samambaia,712,CENTRO DE EDUCAÇÃO INFANTIL 210 DE SAMAMBAIA,pública,"72316528",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QN 210 Área Especial 1 ,a
3,CRE - Plano Piloto e Cruzeiro,238,ESCOLA CLASSE 04 DO CRUZEIRO,pública,"70650470",DF,Brasília,Cruzeiro                      ,Cruzeiro Novo,SHCES Quadra 407 ,AE
7,CRE - Guará,62,Centro de Ensino Fundamental 10 do Guará,pública,"71070460",DF,Brasília,Guará                         ,Guará II,QE 46 ,Área Especial 05
4,CRE - Ceilândia,725,CENTRO COMUNITÁRIO DA CRIANÇA - CEL 2,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,a
12,CRE - Samambaia,577,ESCOLA CLASSE 431 DE SAMAMBAIA,pública,"72329550",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QS 431 ,área especial 01
4,CRE - Ceilândia,31,CENTRO EDUCACIONAL 14 DE CEILÂNDIA,pública,"72255510",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNO 11/13 ,AE
8,CRE - Núcleo Bandeirante,70,Centro Educacional 02 do Riacho Fundo,pública,"71805740",DF,Brasília,Riacho Fundo I                ,Riacho Fundo I,QN 7 Área Especial 12 ,AE 1/2
8,CRE - Núcleo Bandeirante,451,Escola Classe Ipê,pública,"71740820",DF,Brasília,ParkWay                       ,Setor de Mansões Park Way,SMPW Quadra 8 Área Especial Escola Classe Ipê,GRANJA IPÊ
4,CRE - Ceilândia,391,Centro de Atenção Integral a Criança Professor Anísio Teixeira,pública,"72255000",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNO 10 ,AE
11,CRE - Taguatinga,303,CENTRO DE EDUCAÇÃO INFANTIL 05 DE TAGUATINGA,pública,"72140230",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNJ 23 ,area esp 09
13,CRE - Paranoá,530,Escola Classe Café sem Troco,pública,"71570990",DF,Brasília,,,Quebrada dos Neres e Quebrada dos Guimarães - Rodovia DF-130 Km 31 Escola Classe Café sem Troco,DF 130 KM 33 - 32
11,CRE - Taguatinga,290,ESCOLA CLASSE 01 DE TAGUATINGA,pública,"72016010",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSC 1 ,AE 01
11,CRE - Taguatinga,102,Centro de Ensino Fundamental 05 de Taguatinga,pública,"72025220",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSE 22 ,Area especial 09/10
5,CRE - Gama,492,CENTRO DE ENSINO MÉDIO 01 DO GAMA,pública,"72460185",DF,Brasília,Gama                          ,Setor Leste (Gama),EQ 18/19 ,Praça 02
11,CRE - Taguatinga,314,ESCOLA CLASSE 53 DE TAGUATINGA,pública,"72160600",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNL 16 ,via 02 lote 01
14,CRE - Santa Maria,773,CENTRO DE EDUCAÇÃO INFANTIL 203 DE SANTA MARIA,pública,"72503221",DF,Brasília,Santa Maria                   ,Santa Maria,CL 203 Bloco A ,LOTE 1-A
13,CRE - Paranoá,541,ESCOLA CLASSE ITAPETI,pública,"71570990",DF,Brasília,,,Quebrada dos Neres e Quebrada dos Guimarães - Rodovia DF-130 Km 31 Escola Classe Café sem Troco,BR 251 DF 100
13,CRE - Paranoá,531,ESCOLA CLASSE CAPÃO SECO,pública,"71570050",DF,Brasília,Paranoá                       ,Paranoá,Praça Central ,BR 251 KM 13 DF 270 KM 28
13,CRE - Paranoá,464,ESCOLA CLASSE QUEBRADA DOS NÉRIS,pública,"71570990",DF,Brasília,,,Quebrada dos Neres e Quebrada dos Guimarães - Rodovia DF-130 Km 31 Escola Classe Café sem Troco,PARANOA - BR 251 KM 23
13,CRE - Paranoá,459,ESCOLA CLASSE 02 DO PARANOÁ,pública,"71573025",DF,Brasília,Paranoá                       ,Paranoá,Quadra 30 Conjunto E ,LT 17
9,CRE - Planaltina,75,CENTRO DE ENSINO FUNDAMENTAL 02 DE PLANALTINA,pública,"73330010",DF,Brasília,Planaltina                    ,Setor Tradicional (Planaltina),"Avenida São Paulo (Quadras 49,50,51,52,63 e 64)",Quadra: 52-Lotes 02/06
9,CRE - Planaltina,534,ESCOLA CLASSE COPERBRÁS,pública,"73390100",DF,Brasília,Planaltina                    ,Planaltina,Núcleo Rural Tabatinga ,DF-250/355 - CH 172
16,CRE - Recanto das Emas,145,CENTRO DE ENSINO FUNDAMENTAL 206 DO RECANTO DAS EMAS,pública,"72610600",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 206 ,Conjunto 2 lote 2
14,CRE - Santa Maria,154,ESCOLA CLASSE 215 DE SANTA MARIA,pública,"72545221",DF,Brasília,Santa Maria                   ,Santa Maria,CL 215 Bloco A ,LOTE A
3,CRE - Plano Piloto e Cruzeiro,628,Centro de Educação Profissional Escola de Música de Brasília - CEP-EMB,pública,"70200620",DF,Brasília,Brasília                      ,Asa Sul,SGAS 602 ,a
3,CRE - Plano Piloto e Cruzeiro,265,ESCOLA CLASSE 314 SUL,pública,"70383000",DF,Brasília,Brasília                      ,Asa Sul,SQS 314 ,AE
3,CRE - Plano Piloto e Cruzeiro,161,ESCOLA CLASSE 405 NORTE,pública,"70846000",DF,Brasília,Brasília                      ,Asa Norte,SQN 405 ,área especial
11,CRE - Taguatinga,111,CENTRO DE ENSINO FUNDAMENTAL 17 DE TAGUATINGA,pública,"72145527",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),EQNM 38/40 Área Especial s/n ,Setor M Norte
12,CRE - Samambaia,579,ESCOLA CLASSE 510 DE SAMAMBAIA,pública,"72312400",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 510 ,CONJ 07 LOTE 01 AREA ESPECIAL
12,CRE - Samambaia,582,ESCOLA CLASSE 614 DE SAMAMBAIA,pública,"72322586",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QS 614 Área Especial 1 Escola Classe 614,Norte
4,CRE - Ceilândia,731,CENTRO COMUNITÁRIO SÃO LUCAS (U1),privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,s
11,CRE - Taguatinga,295,ESCOLA CLASSE 12 DE TAGUATINGA,pública,"72130570",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNH 7 ,Área Especial
5,CRE - Gama,481,ESCOLA CLASSE 16 DO GAMA,pública,"72415300",DF,Brasília,Gama                          ,Setor Sul (Gama),Quadra 6 ,AREA ESPECIAL
3,CRE - Plano Piloto e Cruzeiro,159,ESCOLA CLASSE 113 NORTE,pública,"70763000",DF,Brasília,Brasília                      ,Asa Norte,SQN 113 ,AE
11,CRE - Taguatinga,304,ESCOLA CLASSE 27 DE TAGUATINGA,pública,"72125690",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNF 19 ,Area esp
15,CRE - São Sebastião,566,ESCOLA CLASSE VILA DO BOA,pública,"71697305",DF,Brasília,São Sebastião                 ,Vila do Boa (São Sebastião),Vila do Boa Rua 1B ,Rua NACIONAL AREA ESPECIAL 
12,CRE - Samambaia,784,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JURITI,pública,"72329548",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QN 431 Área Especial 2 ,Área Especial 02
8,CRE - Núcleo Bandeirante,730,"3 - Cantinho de Você_Centro Comunitário de Assistência da Candangolândia",privada,"71725300",DF,Brasília,Candangolândia                ,Candangolândia,QR 3 ,PRAÇA DO BOSQUE 8
9,CRE - Planaltina,518,ESCOLA CLASSE 01 DE PLANALTINA,pública,"73320000",DF,Brasília,Planaltina                    ,Vila Vicentina (Planaltina),"Avenida Independência (Q 02,05,10,12,14,16,18,129, 130 e 1)",Quadra 01 Nº 102
11,CRE - Taguatinga,106,CENTRO DE ENSINO FUNDAMENTAL 11 DE TAGUATINGA,pública,"72120055",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),CND 5 ,Area especial - fone: 3901-6689
4,CRE - Ceilândia,384,CENTRO DE ENSINO MÉDIO 09 DE CEILÂNDIA,pública,"72250510",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNO 3/5 ,AE
8,CRE - Núcleo Bandeirante,71,Escola Classe 02 do Riacho Fundo,pública,"71805400",DF,Brasília,Riacho Fundo I                ,Riacho Fundo I,QN 5 ,AE 07
9,CRE - Planaltina,609,CENTRO EDUCACIONAL POMPÍLIO MARQUES DE SOUZA,pública,"73403303",DF,Brasília,Planaltina                    ,Condomínio Mestre D'Armas (Planaltina),Módulo 1 ,LOTE 13 AREA SUB- URBANA
13,CRE - Paranoá,126,CENTRO DE ENSINO FUNDAMENTAL 01 DO PARANOÁ,pública,"71570030",DF,Brasília,Paranoá                       ,Paranoá,Área Especial Barragem do Paranoá ,AE 06
8,CRE - Núcleo Bandeirante,453,Escola Classe Kanegae,pública,"71828314",DF,Brasília,Riacho Fundo I                ,Riacho Fundo I,Colônia Agrícola Riacho Fundo I - de 8/9 a 13/14,FAZENDA SUCUPIRA
13,CRE - Paranoá,127,Centro de Ensino Fundamental 02 do Paranoá,pública,"71570401",DF,Brasília,Paranoá                       ,Paranoá,Quadra 4 Conjunto A ,AE LT 05
5,CRE - Gama,488,Jardim de Infância 05 do Gama,pública,"72415500",DF,Brasília,Gama                          ,Setor Sul (Gama),Quadra 10 ,area especial
10,CRE - Sobradinho,421,ESCOLA CLASSE CÓRREGO DO OURO,pública,"73150100",DF,Brasília,Fercal                        ,Setor Habitacional Fercal (Sobradinho),"Rodovia DF-150 - do km 11,000 ao km 18,000",DF 205 OESTE FERCAL
4,CRE - Ceilândia,37,CENTRO DE ENSINO MÉDIO 12 DE CEILÂNDIA,pública,"72241300",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNP 13 ,Área Especial Setor P. Norte
4,CRE - Ceilândia,382,Centro de Ensino Fundamental 25 de Ceilândia,pública,"72240800",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNP 9 ,AREA ESPECIAL
4,CRE - Ceilândia,369,ESCOLA CLASSE 46 DE CEILÂNDIA,pública,"72231560",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNP 16/20 ,AE
4,CRE - Ceilândia,182,ESCOLA CLASSE 47 DE CEILÂNDIA,pública,"72235500",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNP 22/26 ,AE
4,CRE - Ceilândia,630,ESCOLA CLASSE 65 DE CEILÂNDIA,pública,"72275250",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNR 2 ,AE
4,CRE - Ceilândia,315,Escola Classe Córrego das Corujas,pública,"72215000",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),Área Especial 1 ,BR 070 NR RAUL MACHADO
13,CRE - Paranoá,532,Escola Classe Cariru,pública,"71586300",DF,Brasília,Paranoá                       ,Paranoá,Rodovia DF-260 ,COLÔNIA AGRÍCOLA CARIRU
12,CRE - Samambaia,791,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA IPÊ ROXO,pública,"72547400",DF,Brasília,Santa Maria                   ,Santa Maria,QR 117 ,Área especial 
12,CRE - Samambaia,123,CENTRO DE ENSINO MÉDIO 414 DE SAMAMBAIA,pública,"72320588",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QS 414 Área Especial 1 Centro de Ensino Medio 414,SAMAMBAIA DF
5,CRE - Gama,48,Centro de Ensino Fundamental 10 do Gama,pública,"72420167",DF,Brasília,Gama                          ,Setor Oeste (Gama),EQ 16/26 ,e EQ 19/22  area especial
4,CRE - Ceilândia,790,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA FLOR DE PEQUI,pública,"72241600",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNP 15 ,Área Especial
4,CRE - Ceilândia,716,CASA DA CRIANÇA E DO ADOLESCENTE,privada,"72237100",DF,Brasília,Ceilândia                     ,Área de Desenvolvimento Econômico (Ceilândia),ADE Quadra 1 ,a
9,CRE - Planaltina,199,CENTRO DE ENSINO FUNDAMENTAL 08 DE PLANALTINA,pública,"73350350",DF,Brasília,Planaltina                    ,Setor Residencial Leste (Planaltina),EQ 3/4 ,projeção H
9,CRE - Planaltina,538,ESCOLA CLASSE ESTÂNCIA DO PIPIRIPAU,pública,"73377003",DF,Brasília,Planaltina                    ,Planaltina,DF-345 ,NUCLEO RURAL PIPIRIPAU
4,CRE - Ceilândia,317,ESCOLA CLASSE JIBÓIA,pública,"72227991",DF,Brasília,,,Boa Esperança - BR-190 km 02 (Entrada do Núcleo Rural Boa Esperança),BR 070 DF 180 DF 190 Km 06 Fazenda Dois Irmãos
9,CRE - Planaltina,540,ESCOLA CLASSE FRIGORÍFICO INDUSTRIAL,pública,"73377010",DF,Brasília,Planaltina                    ,Planaltina,"Rodovia DF-230 - até km 0,010",cvcvsds
3,CRE - Plano Piloto e Cruzeiro,6,CENTRO DE ENSINO FUNDAMENTAL 02 DE BRASÍLIA,pública,"70346000",DF,Brasília,Brasília                      ,Asa Sul,SQS 107 ,AE / SN
9,CRE - Planaltina,788,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CANÁRIO DA TERRA,pública,"73340400",DF,Brasília,Planaltina                    ,Jardim Roriz (Planaltina),Quadra 4 ,Área Especial 01
3,CRE - Plano Piloto e Cruzeiro,250,ESCOLA CLASSE 403 NORTE,pública,"70835000",DF,Brasília,Brasília                      ,Asa Norte,SQN 403 ,ÁREA ESPECIAL
3,CRE - Plano Piloto e Cruzeiro,236,ESCOLA CLASSE GRANJA DO TORTO,pública,"70636000",DF,Brasília,Brasília                      ,Granja do Torto,Granja do Torto ,AE - S/N - FAZENDA MODELO
3,CRE - Plano Piloto e Cruzeiro,3,CENTRO DE ENSINO FUNDAMENTAL 01 DO CRUZEIRO,pública,"70640002",DF,Brasília,Cruzeiro                      ,Cruzeiro Velho,SRES Quadra 1 ,SETOR ESCOLCAR LOTE 5
10,CRE - Sobradinho,434,CENTRO EDUCACIONAL 02 DE SOBRADINHO,pública,"73010120",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 12 ,Area Especial nº 04
9,CRE - Planaltina,520,Escola Classe 04 de Planaltina,pública,"73350350",DF,Brasília,Planaltina                    ,Setor Residencial Leste (Planaltina),EQ 3/4 , EP 02 Proj G
4,CRE - Ceilândia,359,ESCOLA CLASSE 26 DE CEILÂNDIA,pública,"72225535",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNN 3/5 Bloco E ,AE
9,CRE - Planaltina,206,ESCOLA CLASSE APRODARMAS,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,FAZENDA MESTRE DARMAS DF 130 CH. 67
4,CRE - Ceilândia,367,ESCOLA CLASSE 39 DE CEILÂNDIA,pública,"72241520",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNP 11/15 ,Ára Especial
11,CRE - Taguatinga,330,ESCOLA CLASSE 54 DE TAGUATINGA,pública,"72020320",DF,Brasília,Taguatinga                    ,Taguatinga Sul (Taguatinga),QSD 32 ,área especial 1 e 2
4,CRE - Ceilândia,643,Escola Classe 66 de Ceilândia,pública,"72236800",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),Setor Habitacional Sol Nascente ,Avenida Córrego das Corujas - SHSN
6,CRE - Brazlândia,500,Escola Classe  01 DE Brazlândia,pública,"72720630",DF,Brasília,Brazlândia                    ,Setor Tradicional (Brazlândia),Área Especial 3 ,Setor tradicional Brazlândia
5,CRE - Gama,53,CENTRO DE ENSINO FUNDAMENTAL 01 DO GAMA,pública,"72430150",DF,Brasília,Gama                          ,Setor Norte (Gama),EQ 1/2 (Áreas Especiais),Área Especial
5,CRE - Gama,46,CENTRO DE ENSINO FUNDAMENTAL 08 DO GAMA,pública,"72415100",DF,Brasília,Gama                          ,Setor Sul (Gama),Quadra 2 ,area especial
16,CRE - Recanto das Emas,151,CENTRO DE ENSINO FUNDAMENTAL 802 DO RECANTO DAS EMAS,pública,"72650315",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 802 Conjunto 21 ,AE 01
8,CRE - Núcleo Bandeirante,445,Escola Classe Riacho Fundo,pública,"71881661",DF,Brasília,Riacho Fundo II               ,Riacho Fundo II,QN 16 Conjunto 1 ,EPNB  DF 075 GRANJA MODELO RF
13,CRE - Paranoá,125,CENTRO EDUCACIONAL DARCY RIBEIRO,pública,"71573106",DF,Brasília,Paranoá                       ,Paranoá,Quadra 31 Conjunto F ,AE S/N
13,CRE - Paranoá,460,ESCOLA CLASSE 03 DO PARANOÁ,pública,"71571703",DF,Brasília,Paranoá                       ,Paranoá,Quadra 17 Conjunto C ,CJ C LT 08
9,CRE - Planaltina,207,CENTRO DE ENSINO FUNDAMENTAL BONSUCESSO,pública,"73310150",DF,Brasília,Planaltina                    ,Setor de Educação (Planaltina),Setor Educacional ,DF 128 KM 07 N.R. BONSUCESSO
5,CRE - Gama,472,JARDIM DE INFÂNCIA 04 DO GAMA,pública,"72420227",DF,Brasília,Gama                          ,Setor Oeste (Gama),EQ 22/32 ,area especial
11,CRE - Taguatinga,326,CENTRO EDUCACIONAL 05 DE TAGUATINGA,pública,"72140560",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNJ 56 ,Área Especial 16
3,CRE - Plano Piloto e Cruzeiro,241,Escola Classe da Vila do Regimento de Cavalaria de Guarda,pública,"70631015",DF,Brasília,Brasília                      ,Setor Militar Urbano,Rua C (Vila do RCG),RUA 
15,CRE - São Sebastião,594,CENTRO DE EDUCAÇÃO INFANTIL 01 DE SÃO SEBASTIÃO,pública,"71692050",DF,Brasília,São Sebastião                 ,Setor Residencial Oeste (São Sebastião),Quadra 101 Conjunto 10 ,AREA ESPECIAL
11,CRE - Taguatinga,103,CENTRO DE ENSINO FUNDAMENTAL 08 DE TAGUATINGA,pública,"72110520",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNA 52 ,QNA 52 lote 26
4,CRE - Ceilândia,723,CENTRO COMUNITÁRIO DA CRIANÇA - MATRIZ,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,a
16,CRE - Recanto das Emas,634,CENTRO DE ENSINO MÉDIO 804 DO RECANTO DAS EMAS,pública,"72650600",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 804 ,Lt 01 AE
11,CRE - Taguatinga,323,CENTRO DE ENSINO MÉDIO TAGUATINGA NORTE,pública,"72115510",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNC 1 ,"Area esp. 01, 02, 03"
5,CRE - Gama,498,Caic Carlos Castello Branco,pública,"72420205",DF,Brasília,Gama                          ,Setor Oeste (Gama),EQ 20/23 ,area especial
11,CRE - Taguatinga,298,ESCOLA CLASSE 16 DE TAGUATINGA,pública,"72130005",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNG Áreas Especiais 15 a 19 e 24 a 25 e 39 a 44 ,EQNG 5/6 Área especial 5
9,CRE - Planaltina,798,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA PEQUIZEIRO,pública,"73365061",DF,Brasília,Planaltina                    ,Nossa Senhora de Fátima (Planaltina),Quadra 18 ,Conjunto 08 Lote 01
3,CRE - Plano Piloto e Cruzeiro,226,JARDIM DE INFÂNCIA 303 SUL,pública,"70336000",DF,Brasília,Brasília                      ,Asa Sul,SQS 303 ,AE
3,CRE - Plano Piloto e Cruzeiro,249,CENTRO DE ENSINO FUNDAMENTAL 316 NORTE,pública,"70775000",DF,Brasília,Brasília                      ,Asa Norte,SQN 316 ,ÁREA ESPECIAL
3,CRE - Plano Piloto e Cruzeiro,219,JARDIM DE INFÂNCIA 304 NORTE,pública,"70736000",DF,Brasília,Brasília                      ,Asa Norte,SQN 304 ,ÁREA ESPECIAL
4,CRE - Ceilândia,358,ESCOLA CLASSE 25 DE CEILÂNDIA,pública,"72220570",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNN 22/24 ,AE
4,CRE - Ceilândia,365,ESCOLA CLASSE 35 DE CEILÂNDIA,pública,"72240560",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNP 9/13 ,AE
